Violations_Numbers
"[32, 33, 35, 36, 41]"
[35]
"[32, 33, 37, 38]"
"[18, 31, 32, 34, 35, 38]"
""
"[28, 29, 30, 32, 33, 35]"
[18]
"[11, 16]"
"[30, 32, 35, 41, 43]"
""
"[2, 3, 16, 32, 33, 35, 41]"
[9]
"[29, 30]"
"[34, 35]"
""
""
"[32, 33, 34, 36]"
"[18, 33, 34, 38]"
"[14, 19, 21, 28, 33, 34, 35, 40, 42]"
""
""
""
"[32, 33, 35, 38]"
"[1, 38]"
"[33, 34, 35, 41]"
""
"[12, 18, 40]"
"[2, 3, 18, 29, 30, 31, 32, 33, 34, 35, 38, 40, 41]"
"[11, 34]"
"[12, 21, 22, 24, 36, 45]"
""
"[2, 34]"
"[14, 18, 32, 33, 34, 35, 36, 38, 41]"
"[33, 34, 36]"
[33]
"[3, 18, 35, 45]"
""
"[2, 11, 18, 21, 24, 34, 38, 41]"
""
""
""
"[16, 30]"
"[33, 34, 35, 38, 41]"
"[32, 33, 38]"
"[11, 18, 24, 35]"
"[18, 32, 35, 40]"
"[32, 32, 33, 38, 40, 42]"
""
[35]
"[2, 21, 34, 35, 42]"
"[3, 18, 21, 29, 35]"
"[11, 12, 18, 32, 33, 34, 35, 38, 40, 41]"
""
"[3, 13, 19, 32, 33, 34, 35, 36, 38]"
[30]
"[2, 3, 16, 18, 30, 32, 33, 34, 35, 36, 38, 42]"
"[35, 36, 41]"
"[33, 35, 41]"
"[16, 18, 32, 35, 38]"
""
"[29, 32, 33, 37, 38, 40, 41]"
"[2, 3, 29, 30, 32, 33, 34, 35, 36, 38, 41]"
[32]
"[32, 38]"
"[32, 33, 35, 45]"
"[2, 16, 18, 19, 22]"
""
"[18, 21, 32, 33, 34, 35, 38, 43]"
"[11, 16, 34, 35, 38]"
"[32, 38]"
[38]
"[14, 18, 24, 32, 33, 35, 41]"
[9]
"[34, 35, 40]"
"[18, 29, 32, 34, 35, 36, 37, 45]"
""
"[32, 35]"
"[18, 34, 35]"
"[11, 34]"
"[11, 12, 19, 35, 41]"
""
"[1, 2, 3, 10, 16, 18, 32, 33, 34, 35, 38, 41]"
"[21, 29, 34, 35]"
""
"[24, 32, 33, 34, 35, 41]"
"[32, 33, 35, 38]"
"[21, 24, 30, 32, 33, 35]"
"[18, 19, 34]"
""
"[1, 3, 12, 13, 16, 17, 18, 19, 22, 32, 33, 34, 35, 41]"
"[30, 32]"
[34]
"[21, 29, 43]"
"[3, 12, 13, 18, 22, 32, 33, 34, 35, 38, 41]"
""
"[33, 40, 43]"
""
"[2, 3, 16, 32]"
"[31, 33, 34]"
"[40, 43]"
"[16, 32, 37]"
"[18, 19, 35]"
"[21, 32, 34, 35]"
"[11, 16, 34, 35]"
[35]
"[2, 3, 18, 31, 34, 38, 41]"
"[19, 35, 38]"
"[2, 21, 33, 34]"
""
"[32, 38]"
"[30, 40]"
"[33, 35, 38]"
"[32, 33, 34, 35, 38]"
""
"[33, 40, 42, 45]"
"[9, 34, 38]"
"[6, 12, 13, 21, 22, 29, 33, 34, 35, 36, 38, 42]"
"[34, 40]"
[41]
"[2, 16, 18, 21, 34, 35, 38]"
[24]
""
"[2, 9, 11, 18, 24, 34, 35, 38]"
[34]
"[12, 18, 40]"
"[1, 2, 3, 10, 16, 18, 32, 33, 34, 35, 38, 41]"
"[32, 34, 35, 38, 40, 41]"
"[2, 3, 31, 32, 33, 34]"
"[34, 38]"
[32]
"[32, 33, 34, 35, 41, 42]"
""
""
"[32, 33, 34, 35, 38]"
""
"[6, 34, 34, 35, 38]"
"[32, 33, 36, 38, 41]"
""
[35]
[30]
""
"[40, 41]"
"[2, 3, 8, 31, 32, 33, 35, 41, 43, 70]"
[38]
"[32, 35]"
""
"[14, 18, 21, 32, 33, 35, 40]"
"[18, 29, 30, 33, 34, 35, 38]"
"[32, 33, 34, 35, 38, 41, 45]"
""
"[2, 2, 3, 30, 31, 32, 33, 34, 35, 36, 38, 40, 42]"
"[33, 34]"
""
"[2, 3, 6, 18, 24, 32, 33, 34, 43]"
"[35, 38]"
"[3, 16, 34, 36, 38, 40, 41]"
[3]
"[18, 29, 30, 32, 35, 40, 45]"
""
""
"[24, 33, 35, 36]"
"[32, 33, 34, 35, 38]"
"[14, 33, 34, 35]"
"[18, 19, 24, 30, 32, 33, 34, 35, 36, 38, 40, 41]"
"[6, 33]"
"[11, 16, 19, 27, 32, 35, 36, 41]"
"[18, 19, 34, 35]"
"[33, 34, 45]"
"[2, 9, 11, 18, 24, 34, 35, 38]"
"[18, 32, 34, 35, 38]"
""
"[19, 32, 33, 34, 35]"
""
"[34, 35]"
""
""
"[18, 34]"
""
"[18, 34]"
"[2, 3, 6, 29, 30]"
""
""
""
"[32, 33, 35, 36, 38]"
"[9, 34, 38]"
""
"[24, 32, 33, 34, 35]"
"[18, 34, 41]"
"[2, 16, 35, 36]"
""
[32]
""
[37]
"[33, 34, 40]"
"[16, 18, 22, 32, 33, 34, 38, 40, 41]"
[35]
[41]
[32]
[32]
"[32, 35, 39]"
"[34, 35, 41]"
"[16, 18, 32, 33, 34, 35, 38]"
""
"[16, 34, 35, 40, 41]"
"[19, 33, 34, 35, 40]"
"[3, 11, 16, 30, 32, 35, 36, 38, 40, 41]"
""
"[18, 33, 34, 38]"
"[21, 32, 33, 34, 40, 43]"
"[18, 19, 21, 22, 32, 33, 34, 35, 38, 41, 43, 45]"
"[1, 2, 24, 35, 38]"
"[12, 16, 18, 32, 34, 35, 37, 38, 41]"
"[21, 41]"
"[3, 32, 33, 34, 35, 40, 45]"
"[21, 33, 34, 38]"
"[32, 35, 36]"
""
"[29, 32, 33, 35, 40, 42]"
"[14, 31, 32, 34, 38]"
[22]
"[34, 35, 41]"
"[9, 24, 34, 38]"
"[33, 35]"
"[32, 36, 45]"
"[2, 11, 32]"
"[2, 3, 30, 35]"
"[18, 30, 33, 34, 35]"
""
[33]
"[18, 29, 32, 33, 34, 35, 41, 43]"
"[34, 38, 41]"
""
"[29, 30, 32, 35, 38]"
"[18, 21, 29, 32, 34, 35, 36, 37, 45]"
""
""
[38]
"[2, 11, 18, 19, 32, 38]"
""
[34]
"[32, 33, 34, 35, 36, 38]"
"[6, 18, 29, 33, 35, 36, 38]"
"[32, 33, 35, 38]"
"[11, 12, 19, 35, 41]"
"[29, 34, 35]"
""
"[16, 18, 32, 33, 34, 35, 38]"
"[14, 35, 36]"
""
"[34, 41]"
""
[35]
"[32, 33, 34, 35]"
"[18, 21, 30, 32, 33, 34, 35, 36]"
"[3, 6, 12, 16, 32, 35, 38, 45]"
"[32, 33, 34, 35, 37]"
[34]
""
"[32, 33, 35]"
""
"[11, 16, 32, 34, 38]"
"[18, 24, 30, 32, 33, 34, 38, 43]"
""
"[14, 18, 29, 31, 32, 34, 38]"
""
"[14, 29, 33, 34, 35]"
"[25, 31, 32, 35, 36, 38]"
"[30, 32, 34, 38, 40, 41]"
"[32, 33, 33, 40]"
"[33, 34, 35]"
"[32, 33]"
"[11, 18, 24, 35]"
""
"[33, 34, 35, 41]"
""
"[33, 36, 38]"
"[18, 19, 34, 35]"
"[2, 34, 35, 41]"
"[33, 34, 38]"
""
"[11, 21, 24, 34, 41]"
""
"[11, 16]"
[34]
"[19, 32, 37, 38, 40]"
"[2, 18, 21, 41]"
""
"[3, 21, 29, 43]"
""
""
""
"[1, 21, 31, 32, 32, 33, 34, 38]"
"[32, 34, 35, 38, 42]"
"[33, 45]"
"[33, 34, 35, 35]"
""
""
"[31, 32, 35]"
"[30, 36]"
""
"[18, 32, 33, 34, 38, 41]"
"[17, 18, 32, 35, 40]"
""
""
"[30, 32, 34, 35]"
"[33, 34, 35]"
"[34, 35]"
"[12, 34]"
"[16, 21, 30, 32, 33, 34, 35, 38, 41, 43]"
[38]
""
[24]
"[32, 33, 34, 36, 40, 42, 43]"
""
""
"[30, 33, 34, 36, 38, 40]"
"[32, 33, 34, 35, 41]"
"[9, 24, 34, 38]"
"[18, 19, 34, 35]"
"[32, 35, 38]"
"[16, 18, 32, 35, 38]"
""
"[32, 35, 36, 41]"
"[30, 35, 42]"
""
""
[8]
"[32, 33, 34]"
"[18, 19, 34, 35]"
"[3, 32, 33, 35, 45]"
"[36, 40]"
"[18, 29, 32, 35]"
""
"[32, 32, 33, 33, 34, 35, 38, 38]"
"[18, 33, 34, 38, 40]"
"[30, 31, 33, 34, 35]"
""
""
""
"[16, 20, 33, 34, 35]"
"[2, 18, 19, 33, 38]"
"[2, 18, 19, 33, 38]"
[32]
""
"[18, 29, 32, 33, 34, 35, 38, 41, 43]"
"[27, 35]"
"[21, 24, 30, 32, 33, 35]"
"[18, 21, 29, 30, 33, 34, 35, 38]"
"[32, 33]"
"[2, 18, 21, 41]"
"[16, 31, 32, 33, 34, 35, 40]"
""
"[18, 32, 33, 34, 38, 41]"
[9]
"[18, 24, 32, 33, 35, 41]"
""
""
""
""
"[2, 16, 18, 21, 32, 33, 34, 35, 36, 36, 37, 38, 40, 41]"
"[16, 31, 32, 35, 38, 44]"
"[11, 16, 21, 24, 34, 41]"
"[3, 16, 18, 31, 32, 33, 34, 35, 36, 40, 41]"
[35]
"[11, 16, 32, 34, 38]"
"[21, 28, 32, 34, 36, 38]"
[11]
"[11, 16, 18, 21, 22, 34, 37, 38, 40, 41]"
""
"[32, 33]"
"[32, 34]"
"[18, 32, 33, 34, 35, 38]"
"[31, 32, 33, 35, 36, 40, 41]"
""
""
""
""
""
"[18, 32, 33, 34, 35]"
"[13, 24, 34, 35, 38]"
[41]
"[11, 33]"
"[18, 30, 32, 33, 34, 35]"
"[33, 34, 35, 38]"
"[18, 19, 33]"
"[32, 34, 38, 41]"
"[18, 21, 34, 35, 40, 41]"
[8]
"[8, 11, 18]"
"[18, 30, 31, 34, 35, 36, 38, 41]"
"[38, 41]"
"[34, 35, 36]"
"[35, 41]"
"[2, 22, 24, 35, 41]"
"[18, 24, 32, 33, 34, 35, 40, 41, 45]"
"[2, 3, 18, 32, 33, 34, 35, 36, 38, 40, 41]"
"[18, 34, 35, 38]"
"[32, 33, 34, 35, 36]"
"[33, 34, 35, 41]"
""
"[35, 38]"
""
""
""
"[18, 21, 32, 33, 35, 40]"
"[18, 19, 24, 30, 32, 33, 34, 35, 36, 38, 40, 41]"
"[40, 41]"
"[32, 34]"
"[2, 34, 35, 41]"
""
""
""
"[33, 38]"
"[32, 34, 35, 41]"
""
"[18, 34, 36, 38, 41]"
""
""
"[33, 34, 35]"
"[31, 32, 33, 34]"
"[18, 30, 32, 33, 34, 38]"
"[35, 38, 45]"
"[2, 13, 29, 32, 40, 41]"
"[6, 18, 24, 30, 34, 35, 38]"
"[18, 21, 30, 33, 34, 35]"
""
"[2, 3, 32, 41, 42]"
"[9, 33, 34, 35, 38]"
"[18, 24, 32, 33, 34, 35, 38, 41]"
"[2, 3, 4, 28, 29, 32, 33]"
"[2, 33, 34, 35, 38]"
"[16, 18, 24, 32, 33, 34, 35, 38, 41]"
"[19, 35, 38]"
"[16, 38]"
"[24, 29, 30, 32, 35, 38]"
"[8, 16, 18, 32, 35, 36, 38, 40, 41]"
"[21, 33, 34, 35]"
"[18, 30, 32, 33, 35, 36]"
"[34, 38]"
[38]
"[11, 35, 41]"
"[12, 18, 29, 32, 33, 34, 35, 41, 43]"
"[18, 19, 32, 33, 34, 41]"
[38]
"[21, 34]"
"[14, 30, 33, 34, 35, 38, 45]"
"[33, 34, 35]"
"[2, 3, 32, 33, 34, 35, 38, 41, 43]"
"[8, 18, 24, 30, 32, 33, 34, 38, 43]"
"[18, 29, 31, 32, 34, 38]"
"[2, 11, 12, 16, 18, 19, 22, 33, 38, 40]"
[3]
""
"[21, 22, 31, 32, 33, 34, 35, 38, 41, 45]"
""
"[11, 18, 22, 34, 35, 38, 41]"
"[6, 11, 32, 33, 34, 38, 41, 45]"
"[32, 36, 38]"
"[32, 35]"
""
"[35, 41]"
"[18, 34, 35, 38, 42]"
""
""
[35]
[34]
"[18, 31, 32, 33, 41, 43]"
"[14, 22, 35, 36]"
"[32, 33, 38, 41]"
""
"[3, 16, 18, 19, 33, 34, 35]"
"[3, 32, 33]"
[11]
"[18, 30, 31, 32, 33, 35, 38, 41]"
"[11, 18, 32, 33, 34, 35, 38, 41, 41]"
""
""
""
"[18, 21, 29, 32, 34, 41]"
"[2, 3, 12, 19, 33, 34, 35, 38, 41]"
""
""
"[13, 22, 24, 30, 32, 33, 34, 34, 35, 35, 38, 41]"
"[18, 32, 33, 34, 35]"
"[33, 42]"
[38]
"[3, 30, 32, 34, 35, 38]"
[33]
""
"[32, 33, 34, 35]"
""
""
""
"[32, 35]"
"[21, 33, 34, 38]"
"[32, 35, 36]"
"[32, 33, 34, 35, 38]"
"[16, 38]"
"[34, 35, 38]"
""
""
"[32, 32, 33, 34, 35, 38]"
"[32, 35, 38]"
""
""
"[32, 33, 34, 35, 38]"
"[32, 34, 35]"
""
"[16, 29, 31, 32, 33, 34, 35, 36, 38, 40, 41, 45]"
""
""
"[2, 16, 18, 21, 32, 33, 34, 35, 36, 37, 38, 40, 41]"
"[11, 33]"
[35]
"[2, 3, 11, 18, 21, 24, 34, 38, 41]"
""
"[32, 33]"
""
"[30, 31, 32, 34, 38, 41, 42, 44]"
""
"[33, 34, 35, 36, 41]"
"[18, 30, 32, 34, 35, 41, 43]"
"[16, 33, 34, 35, 36, 38, 40]"
"[11, 35, 41]"
""
""
"[3, 32, 33, 38, 40]"
"[19, 32, 33, 34, 35]"
"[29, 32, 34]"
"[30, 33, 34, 35, 38, 41]"
"[29, 30, 33, 35, 38]"
"[30, 33, 35, 43]"
"[18, 21, 22, 28, 30, 32, 33, 34, 35, 38, 41]"
"[32, 33, 34, 36, 38, 40, 41]"
"[32, 33, 38]"
"[33, 34, 35, 36, 38, 41]"
"[33, 34, 35, 40, 43]"
"[33, 34]"
"[11, 16, 20, 33, 34, 35]"
"[2, 32, 35]"
"[24, 33, 35, 36]"
""
"[18, 32, 33, 34, 35, 36]"
"[33, 34, 35]"
"[33, 35, 45]"
"[38, 45]"
"[18, 21, 32, 33, 34, 35, 36, 38, 45]"
[34]
""
""
"[18, 21, 34, 35, 38, 40, 41, 45]"
[37]
"[16, 31, 32, 35, 38, 44]"
""
""
""
"[33, 34, 35, 38]"
"[18, 33, 34]"
""
[38]
"[32, 33, 34, 35]"
""
"[21, 22, 30, 38]"
""
""
"[32, 33, 35]"
"[2, 18, 19]"
"[2, 18, 19, 33, 38]"
""
"[32, 38]"
"[11, 16, 18, 29, 33, 34, 35, 36, 38, 43]"
"[2, 8, 11, 18, 21, 32, 33, 34, 36, 38, 38]"
"[18, 35]"
""
"[22, 35, 36, 38, 41, 42]"
"[11, 32, 35, 38]"
""
"[33, 35, 38]"
"[18, 19, 33]"
"[19, 32, 33, 34, 35]"
"[14, 18, 18, 30, 33, 34, 35, 38, 45]"
""
""
""
[11]
"[18, 33, 34, 35, 36]"
"[9, 33, 34, 35, 38]"
""
"[11, 12, 18, 32, 33, 34, 35, 38, 40, 41]"
""
"[33, 35, 42, 43]"
""
"[18, 34, 35, 40, 41]"
[40]
""
"[12, 18, 21, 22, 32, 33, 35, 38, 45]"
[8]
"[33, 34, 35, 36, 40, 41]"
"[33, 34]"
""
"[18, 33, 35]"
""
"[30, 31, 32, 33, 38]"
""
""
""
""
"[2, 11, 18, 38]"
"[37, 38]"
"[34, 35, 38, 40, 41]"
""
"[32, 35, 36]"
"[19, 30, 32, 35, 36, 40]"
"[18, 33, 33, 34, 35, 35, 38, 38]"
"[16, 34, 38]"
""
"[2, 18, 19, 32, 38, 41]"
""
[40]
""
[34]
"[16, 32, 37]"
"[16, 32, 33, 34, 35, 36, 38]"
""
"[32, 33, 35]"
"[3, 10, 16, 18, 30, 32, 33, 34, 35, 36, 38, 40]"
[40]
"[29, 33, 34, 35]"
"[18, 33, 41, 42]"
"[13, 22, 30, 32, 33, 34, 35, 38, 41]"
"[6, 29, 30, 32, 35, 38]"
"[12, 34, 41]"
"[18, 32, 33, 34, 38, 41]"
"[32, 40]"
"[16, 32, 33, 34, 35]"
"[30, 31, 32, 33, 34, 35, 36, 38, 45]"
"[32, 34, 36, 38]"
"[2, 22, 24, 35, 41]"
"[3, 18, 19, 24, 28, 30, 32, 33, 34, 35, 38]"
""
"[34, 35]"
"[2, 3, 28, 33, 34, 35, 40, 43]"
"[18, 30, 32, 33, 34, 35]"
""
"[16, 30, 31, 36, 38, 40, 45]"
"[16, 33, 34, 38]"
""
""
""
"[18, 30, 31, 34, 35, 36, 38, 41]"
[11]
"[32, 35, 40]"
""
"[11, 24, 38]"
"[2, 18, 19, 35, 36]"
"[30, 33, 34, 35, 36]"
""
"[24, 41]"
"[16, 22, 32, 33, 34, 38]"
"[19, 21, 35, 38]"
"[18, 24, 32, 33, 34, 35, 38, 41]"
[35]
"[34, 35, 36, 38]"
""
""
""
"[32, 33, 34, 35, 38]"
"[32, 33, 35]"
"[18, 24, 32, 33, 34, 35, 40, 41, 45]"
[38]
"[10, 16, 22, 29, 34, 35, 40, 70]"
"[18, 34]"
"[32, 34]"
"[32, 33, 35, 38, 45]"
"[13, 33, 34, 35, 41]"
"[30, 31, 33, 35, 45]"
""
""
"[24, 33, 34, 34]"
"[18, 34, 41]"
"[32, 34]"
"[19, 32, 37, 38, 40]"
"[32, 40]"
"[32, 33, 34, 45]"
"[16, 18, 29, 31, 32, 34, 35, 36, 43, 45]"
"[24, 29, 30, 32, 35, 38]"
[38]
""
"[2, 9, 11, 12, 16, 18, 22, 34, 35, 38]"
"[1, 21, 22, 31, 32, 33, 34, 35, 38, 41, 45]"
"[33, 35, 38]"
"[18, 32, 33, 34, 40, 41]"
"[3, 12, 16, 18, 30, 32, 33, 34, 38]"
"[41, 43]"
"[33, 34, 35]"
"[34, 35, 38, 44, 45]"
"[34, 35, 41]"
"[2, 3, 4, 29, 32, 33]"
"[33, 34]"
"[18, 31, 32, 33, 41, 43]"
"[34, 35, 38]"
""
"[18, 34, 35]"
"[16, 32, 33, 34, 35, 36, 38]"
"[21, 29, 30, 32, 33, 34, 35, 38, 43]"
""
"[12, 14, 18, 21, 22, 25, 28, 34, 35, 36, 38, 41, 42, 43, 70]"
"[18, 32, 36, 37, 38, 40, 41]"
"[18, 21, 29, 32, 34, 41]"
"[32, 33]"
"[18, 29, 31, 32, 33, 34, 35, 40]"
"[3, 18, 30, 31, 32, 33, 35, 38, 41]"
"[16, 32, 33]"
""
""
"[6, 31, 33, 34]"
""
"[11, 16, 18, 21, 22, 34, 37, 38, 40, 41]"
"[32, 33, 34]"
"[3, 16, 29, 31, 32, 33, 34, 35, 36, 38, 40, 41, 45]"
"[32, 38, 41]"
"[32, 34, 35, 41]"
"[32, 33]"
"[19, 33, 34, 35, 40]"
"[35, 41]"
"[30, 35, 38]"
"[3, 18, 19, 32, 33, 34, 41]"
"[32, 33, 34, 35, 36]"
"[11, 18, 35, 36, 38, 41]"
[32]
""
[8]
""
"[18, 24, 32, 34, 35, 36, 38, 40]"
"[11, 18, 21, 22, 24, 32, 35, 38, 40, 45]"
[16]
"[8, 33, 36, 38]"
"[32, 35, 42]"
"[16, 24, 36, 38]"
"[11, 18, 22, 34, 35, 38, 41]"
""
"[1, 22, 35, 36]"
"[32, 38]"
""
""
[38]
[45]
[42]
""
""
"[18, 21, 32, 33, 34, 35, 36, 38, 45]"
"[8, 9, 18]"
[36]
"[18, 21, 34, 35, 38, 40, 41, 45]"
"[30, 32, 34, 36]"
"[18, 30, 32, 33, 35, 36]"
""
""
"[18, 29, 32, 33, 35, 38]"
"[33, 34]"
"[32, 33, 34, 35, 36]"
"[21, 29, 32, 40]"
"[11, 32, 35]"
""
"[8, 18, 30, 32, 34, 35, 41, 43]"
""
"[33, 35]"
[38]
"[32, 34, 35, 38, 40, 41]"
[38]
"[28, 33, 34, 35, 38]"
"[30, 32, 33, 34, 34, 35, 40, 45]"
"[3, 18, 21, 22, 28, 30, 32, 33, 34, 35, 38, 41]"
"[16, 33, 34, 35, 36, 38, 40]"
""
"[13, 30, 31, 32, 33, 34, 35, 36, 38, 41, 42, 45]"
"[32, 33, 34, 35, 36]"
"[3, 34, 35, 41]"
"[32, 33, 34]"
"[29, 30, 33, 35, 38]"
"[19, 32, 33, 34, 35]"
"[32, 33, 34, 35]"
"[29, 33, 34]"
"[32, 34, 35, 40]"
"[21, 30, 32, 33, 35, 36, 42]"
"[29, 34, 41]"
"[2, 11, 18, 34, 35, 36, 38, 38, 41]"
"[3, 41]"
""
"[31, 33, 35, 36, 41]"
""
"[30, 32, 33, 35, 38]"
"[34, 41]"
[34]
"[13, 30, 31, 32, 33, 34, 35, 36, 38, 41, 42, 45]"
"[32, 34, 35]"
"[18, 30, 32, 33, 34, 34, 35, 38, 45]"
"[18, 29, 32, 33, 34]"
"[32, 33, 34, 35]"
"[11, 32, 35]"
"[37, 38]"
""
"[3, 6, 34, 35]"
[38]
"[2, 11, 12, 16, 18, 21, 38]"
""
""
""
"[21, 35, 40]"
""
[11]
""
[38]
[38]
"[32, 35, 38]"
"[29, 42]"
"[3, 18, 33, 35]"
"[34, 35, 45]"
"[9, 16]"
"[3, 18, 19, 21, 22, 32, 33, 34, 35]"
""
""
"[33, 34, 35, 38]"
"[18, 21, 24, 32, 34, 35, 38, 41, 45]"
"[16, 30, 32, 35, 38, 43]"
"[33, 38]"
"[16, 18, 30, 32, 34, 35, 38, 45]"
"[16, 34, 38]"
""
"[3, 30, 32, 33, 34, 35, 36, 41, 43]"
"[33, 35, 45]"
"[14, 22, 30, 32, 33, 34, 35, 36, 38, 40, 41, 43]"
"[1, 32, 33, 33, 34, 35, 35, 36, 43]"
"[12, 21, 29, 30, 32, 33, 34]"
[33]
"[33, 34, 35]"
"[12, 31, 33, 34, 38]"
"[8, 16, 18, 32, 35, 36, 38, 40, 41]"
"[12, 19, 30, 32, 35, 36, 40]"
"[32, 33, 35]"
"[21, 35, 38, 40, 41]"
""
"[2, 3, 31, 33, 35, 36, 41]"
"[30, 32, 33, 34, 35]"
"[32, 33, 34, 35]"
"[30, 32]"
"[18, 33, 34, 35, 38]"
""
""
""
"[12, 16, 33, 34, 38]"
"[16, 30, 31, 36, 38, 40, 45]"
"[18, 33, 41, 42]"
"[32, 36, 41]"
"[33, 35, 36, 38]"
"[2, 3, 6, 12, 16, 18, 22, 30, 31, 32, 33, 34, 35, 38, 41]"
"[2, 3, 16, 18, 24, 32]"
"[18, 30, 33, 34, 35, 38, 40, 42]"
"[18, 19, 32, 45]"
"[32, 33, 35, 40]"
[38]
"[29, 32, 33, 34, 35, 38, 40]"
""
"[21, 32, 33, 34, 35, 41]"
"[29, 32, 34, 38, 38, 40, 43]"
"[18, 33, 34]"
"[16, 33, 35, 38]"
""
"[32, 33, 34, 35, 36]"
"[31, 32, 40, 41]"
"[18, 30, 32, 33, 34, 35, 36, 38, 41]"
""
[1]
"[3, 35, 40]"
"[32, 33, 35, 41]"
"[1, 9]"
""
[40]
"[2, 3, 32, 35, 40]"
"[33, 35]"
""
"[32, 33, 35, 38, 41]"
"[1, 18, 33, 34]"
""
"[32, 33, 34, 35, 38]"
""
"[16, 33, 34, 42]"
"[33, 35, 38, 41]"
"[29, 31, 32, 40, 45]"
"[22, 30, 38]"
[38]
"[18, 19, 35, 41]"
"[18, 32, 33, 34, 41, 45]"
"[32, 33, 35, 38, 41]"
"[18, 32, 33, 34, 40, 41]"
"[18, 38]"
"[32, 33, 34, 35, 36]"
[16]
"[33, 34]"
"[29, 32, 41]"
[18]
"[11, 32]"
"[2, 32, 33, 34, 35, 40]"
"[16, 32, 36, 38]"
"[32, 33, 34, 35, 36, 41]"
"[2, 36, 38]"
"[31, 34]"
"[14, 35]"
"[19, 32, 33, 41]"
"[34, 35, 38]"
"[18, 22, 30, 33, 34, 35, 36, 38]"
"[30, 31, 32, 34, 43]"
"[18, 32, 34, 35, 37, 38, 41]"
"[32, 35, 37]"
"[16, 18, 32, 33, 34, 35, 36, 38, 41]"
""
"[33, 38]"
""
"[21, 32, 40]"
[35]
"[16, 30, 33, 34, 43]"
"[30, 32, 35, 42]"
""
"[18, 34]"
"[19, 35]"
""
"[1, 2, 3, 6, 12, 16, 18, 22, 30, 31, 32, 33, 34, 35, 38, 41]"
[32]
"[18, 30, 38]"
""
"[26, 32, 34, 35, 38]"
"[2, 11, 34, 35, 36, 38, 41]"
""
[38]
""
""
"[18, 29, 31, 32, 33, 34, 35, 40]"
"[2, 24, 35, 38]"
"[3, 29, 30, 32, 33, 34, 35, 38, 43]"
"[32, 34, 35]"
"[18, 34]"
